type,actual,prediction,weight,Breast,Colorectum,Upper GI,Liver,Lung,Ovary,Pancreas
NOM:,1,4,1,6.55E-05,0.115147438,3.33E-07,1.13E-06,0.884779136,5.11E-08,6.39E-06
NOM:,1,1,1,0.007542742,0.983313194,0.001875908,0.005478945,0.001786433,1.40E-06,1.38E-06
NOM:,1,1,1,2.36E-06,0.996838393,7.96E-05,1.84E-04,0.002866086,2.36E-05,6.35E-06
NOM:,1,1,1,0.211893314,0.764593508,0.017312269,0.005370408,8.28E-04,3.99E-07,1.98E-06
NOM:,1,1,1,1.41E-05,0.996034975,3.59E-04,0.003505786,2.68E-05,1.36E-05,4.60E-05
NOM:,1,1,1,0.055583837,0.515886671,2.16E-06,1.59E-06,0.426389802,4.92E-04,0.00164384
NOM:,1,1,1,0.033875357,0.740477025,0.224263771,0.001126525,2.53E-04,3.37E-06,6.97E-07
NOM:,1,3,1,0.009274138,0.19004993,0.247879302,0.552712991,6.91E-05,3.55E-07,1.42E-05
NOM:,1,2,1,4.35E-05,0.011830682,0.983976297,0.003307356,6.14E-05,1.19E-07,7.81E-04
NOM:,1,1,1,0.067678069,0.914339897,0.017708158,9.14E-05,1.24E-04,5.20E-05,6.89E-06
NOM:,4,4,1,0.010645471,8.78E-04,0.001671118,2.10E-05,0.965012972,0.021351018,4.20E-04
NOM:,4,4,1,0.011892817,7.40E-06,6.54E-04,7.37E-07,0.987435715,8.72E-06,8.07E-07
NOM:,4,4,1,0.001553377,0.006407227,1.39E-04,3.05E-04,0.991502293,3.72E-05,5.63E-05
NOM:,4,3,1,1.52E-04,6.82E-04,2.25E-04,0.969456142,0.028689265,1.54E-07,7.96E-04
NOM:,4,4,1,0.00250165,0.001265636,0.003459937,9.82E-04,0.990807236,9.59E-06,9.74E-04
NOM:,4,4,1,0.001319218,1.67E-04,3.79E-05,1.63E-04,0.993160509,5.80E-06,0.005146676
NOM:,4,4,1,8.20E-05,0.014206645,0.013343815,0.002048334,0.970083087,6.77E-05,1.68E-04
NOM:,4,4,1,0.189478999,1.26E-04,7.15E-04,1.40E-06,0.809670258,5.98E-06,2.17E-06
NOM:,4,0,1,0.528504047,0.015686019,6.11E-06,3.48E-06,0.432955403,0.020443935,0.00240101
NOM:,4,4,1,0.012159079,0.003298684,7.68E-04,2.61E-05,0.971502918,0.009378792,0.002866147
NOM:,4,4,1,0.009837517,0.006720535,0.00253579,2.74E-07,0.978710718,0.001103872,0.001091295
NOM:,4,4,1,0.017137252,0.006076742,2.13E-05,4.72E-05,0.96317009,0.003530461,0.010016959
NOM:,4,4,1,0.024875583,0.012682393,5.21E-05,4.83E-04,0.954322477,6.78E-05,0.007516617
NOM:,4,4,1,0.00189456,0.002676407,6.62E-06,1.40E-07,0.986098468,0.009221441,1.02E-04
NOM:,4,4,1,7.62E-05,0.01204902,0.007675014,3.87E-04,0.979805112,4.23E-06,3.30E-06
NOM:,4,4,1,3.83E-04,4.77E-04,0.001000472,0.111031766,0.88702735,4.20E-06,7.59E-05
NOM:,4,4,1,3.03E-04,4.19E-04,2.53E-04,1.36E-04,0.997423257,0.001428896,3.71E-05
NOM:,4,4,1,6.03E-05,5.99E-04,0.004033742,0.005691814,0.989545296,5.88E-06,6.41E-05
NOM:,4,4,1,0.009758146,0.027013717,2.36E-05,0.005089879,0.957930736,9.95E-07,1.83E-04
NOM:,4,4,1,6.67E-06,0.01241954,4.99E-06,1.55E-05,0.983093242,3.10E-06,0.004456934
NOM:,4,4,1,4.37E-04,3.62E-04,4.77E-04,1.24E-06,0.998694103,9.57E-08,2.83E-05
NOM:,4,4,1,2.94E-05,1.29E-04,8.67E-04,1.31E-05,0.998851366,2.10E-06,1.07E-04
NOM:,4,4,1,4.42E-04,1.39E-05,4.77E-04,9.71E-06,0.999056462,3.03E-07,3.08E-07
NOM:,4,4,1,0.081249744,0.03989765,1.70E-04,0.004284933,0.867151972,0.007028397,2.17E-04
NOM:,4,4,1,0.014431632,0.002852406,2.21E-04,0.001449174,0.966592632,0.014081819,3.71E-04
NOM:,5,5,1,9.74E-06,5.68E-06,4.20E-06,1.28E-05,5.03E-06,0.999954258,8.26E-06
NOM:,5,5,1,5.41E-06,2.06E-07,1.70E-08,4.32E-08,3.74E-07,0.999993922,3.00E-08
NOM:,5,5,1,1.64E-08,2.67E-08,2.15E-08,1.78E-08,2.86E-08,0.999999868,2.14E-08
NOM:,5,5,1,4.31E-04,0.001235198,1.08E-04,2.99E-04,0.003156573,0.994069452,7.01E-04
NOM:,5,5,1,7.95E-08,8.91E-09,1.55E-09,3.25E-09,1.75E-07,0.99999973,1.70E-09
NOM:,5,5,1,0.006535878,3.97E-05,2.94E-05,1.71E-05,0.006931296,0.985612075,8.35E-04
NOM:,5,5,1,0.057115166,1.61E-04,3.09E-05,1.62E-04,3.81E-05,0.94181143,6.81E-04
NOM:,5,5,1,1.86E-07,2.45E-07,4.11E-07,1.95E-07,1.87E-07,0.999998556,2.20E-07
NOM:,5,5,1,0.378243567,0.004501252,5.69E-06,3.82E-05,9.24E-04,0.616011352,2.76E-04
NOM:,5,5,1,0.004611825,4.34E-05,9.36E-06,1.91E-05,0.014923825,0.980329326,6.32E-05
NOM:,5,5,1,0.06797255,0.010384941,1.41E-05,5.42E-06,0.037574625,0.882672596,0.00137572
NOM:,5,5,1,1.82E-09,1.28E-09,7.50E-10,5.21E-09,2.93E-09,0.999999986,2.15E-09
NOM:,5,5,1,2.34E-06,7.07E-07,1.04E-06,6.80E-06,7.85E-07,0.999987897,4.27E-07
NOM:,5,5,1,1.56E-05,1.63E-06,7.32E-07,4.34E-06,6.66E-05,0.999910606,4.42E-07
NOM:,5,5,1,8.25E-09,1.05E-08,8.74E-09,1.18E-08,1.40E-08,0.999999936,1.06E-08
NOM:,5,5,1,8.43E-04,2.15E-05,9.29E-06,1.38E-05,0.014733738,0.984372898,6.10E-06
NOM:,5,5,1,1.47E-05,1.15E-06,2.49E-06,2.25E-06,2.03E-05,0.999957167,2.02E-06
NOM:,5,5,1,1.93E-09,1.85E-09,1.85E-09,2.93E-09,2.16E-09,0.999999987,1.78E-09
NOM:,5,5,1,2.21E-08,2.22E-07,8.43E-09,1.27E-08,4.02E-07,0.999999324,9.16E-09
NOM:,5,4,1,0.223467012,8.52E-04,5.01E-04,2.53E-05,0.646952709,0.128129446,7.23E-05
NOM:,5,5,1,4.35E-08,1.20E-08,8.60E-09,3.03E-08,3.24E-08,0.999999851,2.20E-08
NOM:,5,5,1,1.71E-07,2.08E-07,1.82E-07,3.07E-07,2.45E-07,0.99999864,2.46E-07
NOM:,5,5,1,0.024524922,0.009574314,0.002957598,0.002611588,0.413127843,0.53705805,0.010145684
NOM:,5,5,1,0.06598629,4.73E-04,1.04E-05,1.15E-05,0.001952541,0.931509452,5.73E-05
NOM:,5,5,1,1.50E-05,8.77E-06,7.56E-06,2.46E-05,8.49E-06,0.999927601,8.00E-06
NOM:,0,0,1,0.992160134,0.007227957,2.50E-04,8.20E-06,3.50E-04,2.60E-06,1.22E-06
NOM:,0,0,1,0.99667379,0.002728207,5.32E-04,4.63E-06,6.14E-05,5.38E-08,1.37E-08
NOM:,0,0,1,0.886883327,0.044464726,0.066988219,9.00E-05,0.001551419,3.16E-06,1.92E-05
NOM:,0,0,1,0.958616325,0.001343078,7.70E-05,2.28E-04,0.02852465,0.011204569,6.15E-06
NOM:,0,0,1,0.999155593,2.02E-04,1.94E-04,4.29E-04,2.20E-06,9.34E-06,7.80E-06
NOM:,0,0,1,0.998737677,3.27E-04,1.79E-04,4.26E-04,1.68E-04,1.54E-04,7.43E-06
NOM:,0,0,1,0.791930241,0.198905369,0.001517684,2.77E-06,0.007642615,1.26E-06,6.72E-08
NOM:,0,0,1,0.995427595,2.58E-04,7.74E-05,1.28E-06,0.004232091,2.30E-06,1.42E-06
NOM:,0,4,1,0.382600638,4.28E-05,0.005526382,4.09E-06,0.61182196,2.70E-06,1.47E-06
NOM:,0,4,1,0.153827878,0.013019634,1.51E-04,1.94E-07,0.829869588,0.003099396,3.27E-05
NOM:,0,0,1,0.767333162,0.018411156,2.40E-04,7.03E-04,0.212913603,4.72E-06,3.94E-04
NOM:,0,0,1,0.999983277,1.37E-06,7.41E-07,8.68E-06,1.33E-06,2.89E-06,1.71E-06
NOM:,0,0,1,0.820406001,0.179191888,2.89E-04,6.29E-06,1.06E-04,1.05E-06,8.43E-08
NOM:,0,0,1,0.999887402,8.39E-05,3.12E-06,1.57E-05,1.17E-06,8.59E-06,1.02E-07
NOM:,0,0,1,0.992944563,8.09E-04,0.001400756,1.15E-04,0.004727166,2.05E-07,3.36E-06
NOM:,0,0,1,0.955663067,0.037079741,8.62E-04,3.43E-06,0.002689164,2.30E-05,0.003679554
NOM:,0,0,1,0.926956674,0.056935323,0.005545657,0.001585004,0.008726254,1.26E-04,1.26E-04
NOM:,0,0,1,0.991215794,0.006304514,0.002251804,1.96E-05,2.01E-04,1.09E-07,6.72E-06
NOM:,0,0,1,0.97429433,0.023483017,7.48E-05,1.21E-04,0.0020267,1.76E-07,4.45E-07
NOM:,0,0,1,0.663414755,0.24919671,0.072059234,0.011493182,0.003683126,7.79E-05,7.51E-05
NOM:,0,0,1,0.624971992,0.007305896,8.66E-04,1.87E-06,0.366360791,1.90E-04,3.04E-04
NOM:,0,0,1,0.992482487,0.001285195,0.001337933,8.37E-06,0.004873789,7.03E-06,5.20E-06
NOM:,0,0,1,0.96972099,0.028359099,0.001533801,2.46E-04,6.51E-05,7.39E-05,8.36E-07
NOM:,0,0,1,0.954805328,0.006975812,0.018779698,0.019112699,2.30E-04,6.16E-05,3.49E-05
NOM:,0,6,1,0.472348903,0.00120662,3.90E-04,2.05E-04,1.01E-05,1.14E-05,0.525828161
NOM:,6,6,1,1.27E-06,5.78E-09,2.94E-09,2.78E-08,2.50E-09,2.35E-09,0.999998689
NOM:,6,6,1,0.004689047,1.34E-04,9.42E-05,7.31E-04,3.17E-06,7.37E-05,0.994274646
NOM:,6,6,1,2.08E-07,5.13E-09,4.98E-09,6.87E-09,2.14E-09,3.13E-09,0.99999977
NOM:,6,6,1,3.27E-08,4.22E-09,4.81E-10,2.78E-09,6.21E-10,6.80E-10,0.999999958
NOM:,6,6,1,3.74E-06,2.13E-05,1.17E-06,2.94E-06,1.38E-05,5.90E-08,0.999956997
NOM:,6,6,1,1.38E-07,5.86E-09,5.48E-10,9.69E-09,5.86E-10,8.78E-10,0.999999845
NOM:,6,6,1,6.60E-06,1.60E-05,9.62E-07,3.04E-06,1.64E-08,1.86E-08,0.999973327
NOM:,6,6,1,1.87E-06,2.00E-06,5.83E-08,1.00E-06,7.09E-09,3.03E-08,0.999995035
NOM:,6,6,1,4.22E-04,1.07E-04,5.57E-06,5.87E-06,3.63E-08,1.69E-07,0.999459256
NOM:,6,6,1,1.17E-06,4.63E-08,8.92E-10,4.90E-07,2.01E-10,1.08E-09,0.99999829
NOM:,6,6,1,5.49E-06,4.32E-06,3.80E-07,1.03E-04,3.88E-08,4.37E-08,0.999886518
NOM:,6,6,1,8.35E-06,1.03E-05,5.14E-07,1.12E-06,1.44E-08,4.61E-08,0.999979615
NOM:,6,6,1,2.28E-05,2.15E-04,1.25E-05,7.81E-05,2.43E-06,6.66E-07,0.999668316
NOM:,6,6,1,0.157317202,0.033651701,1.22E-04,5.69E-07,0.179424569,0.016206409,0.61327746
NOM:,6,6,1,0.004611131,0.005478117,1.10E-04,2.10E-04,9.86E-05,7.79E-06,0.989483701
NOM:,6,6,1,2.58E-04,2.54E-08,7.12E-09,2.24E-07,7.13E-09,1.50E-08,0.999742163
NOM:,6,6,1,1.32E-06,1.08E-07,5.84E-08,3.06E-07,1.82E-07,7.04E-08,0.999997953
NOM:,6,2,1,0.01957761,0.17933031,0.668182809,0.007728526,0.047318217,9.86E-05,0.077763932
NOM:,6,6,1,5.31E-07,3.09E-08,1.46E-09,2.00E-07,8.16E-11,1.70E-10,0.999999236
NOM:,6,6,1,4.64E-07,4.19E-08,9.11E-09,2.75E-09,1.30E-08,6.86E-09,0.999999463
NOM:,6,6,1,4.20E-06,4.60E-07,6.09E-08,1.15E-06,1.20E-08,1.69E-07,0.99999395
NOM:,6,6,1,0.009199761,0.2608685,0.001702841,3.59E-04,0.140380857,0.125251229,0.462237878
NOM:,6,6,1,4.86E-06,7.22E-04,1.07E-04,2.00E-04,4.06E-04,9.48E-04,0.997612186
NOM:,6,6,1,7.92E-06,7.10E-09,2.39E-09,3.65E-08,3.31E-09,3.10E-09,0.999992032
NOM:,6,6,1,4.84E-05,8.73E-04,5.61E-06,1.91E-05,1.71E-05,6.42E-07,0.999036323
NOM:,2,2,1,0.001118816,0.022541681,0.97614551,1.93E-04,1.08E-06,3.69E-08,1.96E-07
NOM:,2,2,1,0.005280512,0.070840544,0.56202124,0.23526146,0.125788348,2.30E-04,5.78E-04
NOM:,2,2,1,9.23E-07,0.001350798,0.991010803,0.007636456,9.03E-07,1.02E-08,1.07E-07
NOM:,2,2,1,3.54E-06,0.003948343,0.947312898,0.048723512,9.93E-06,1.57E-08,1.77E-06
NOM:,2,2,1,0.001873543,0.32336601,0.674287998,1.10E-04,3.30E-04,2.94E-05,3.73E-06
NOM:,2,2,1,2.15E-06,0.042559821,0.957398524,3.93E-05,4.45E-08,2.30E-08,1.79E-07
NOM:,2,2,1,0.012826406,0.087285086,0.834743981,0.051586898,0.009627348,5.61E-05,0.003874181
NOM:,2,2,1,1.65E-07,0.005748031,0.948331867,0.04589638,3.82E-07,2.84E-08,2.31E-05
NOM:,2,2,1,5.80E-08,0.02801654,0.934677883,0.037303549,3.07E-08,1.28E-08,1.93E-06
NOM:,2,2,1,1.23E-06,0.005921708,0.99377734,2.99E-04,5.27E-07,2.40E-09,9.20E-08
NOM:,2,2,1,1.19E-08,2.87E-05,0.999787045,1.84E-04,3.51E-08,2.15E-08,5.01E-08
NOM:,2,2,1,3.17E-07,0.060128601,0.926240683,0.013629778,3.95E-08,6.26E-08,5.20E-07
NOM:,2,2,1,0.001001131,0.196746746,0.802226798,2.02E-05,2.11E-06,1.49E-06,1.54E-06
NOM:,2,3,1,2.58E-06,6.95E-04,0.037165192,0.961834055,1.89E-04,1.48E-07,1.14E-04
NOM:,2,2,1,6.00E-05,0.00657714,0.597070466,0.396190462,9.90E-06,1.28E-06,9.07E-05
NOM:,2,2,1,2.14E-05,0.002689617,0.979256802,0.017950724,8.08E-05,1.94E-08,6.46E-07
NOM:,2,0,1,0.871141998,0.050998393,0.058366803,0.016018992,0.003466737,1.34E-06,5.73E-06
NOM:,2,2,1,0.008699019,0.134094496,0.800943128,0.044396538,0.011836989,7.71E-07,2.91E-05
NOM:,2,2,1,1.00E-04,0.004003052,0.992474934,0.00331766,9.61E-05,2.68E-06,5.09E-06
NOM:,2,2,1,1.73E-05,9.16E-04,0.998173656,8.25E-04,4.77E-05,4.08E-06,1.67E-05
NOM:,2,2,1,1.98E-06,7.71E-05,0.995389789,0.004529623,1.58E-07,1.31E-07,1.18E-06
NOM:,2,2,1,9.11E-04,0.029732454,0.914524575,0.054582698,7.54E-05,4.90E-07,1.73E-04
NOM:,2,2,1,4.09E-06,0.00139621,0.997522238,0.001057306,9.76E-06,3.51E-06,6.89E-06
NOM:,2,2,1,8.56E-08,2.04E-04,0.999758428,3.77E-05,3.79E-08,2.55E-09,1.44E-08
NOM:,2,2,1,1.41E-07,3.11E-04,0.99817279,0.001509914,4.24E-06,2.85E-09,1.59E-06
NOM:,3,3,1,4.12E-05,0.002257057,0.004131456,0.993566352,3.39E-06,4.05E-09,5.59E-07
NOM:,3,3,1,9.68E-08,1.69E-05,9.18E-04,0.999064978,1.15E-07,2.85E-10,2.81E-08
NOM:,3,3,1,0.001044137,0.016768663,0.019420761,0.961526833,0.001147502,1.58E-05,7.63E-05
NOM:,3,2,1,8.31E-07,0.006065839,0.578096804,0.415834226,7.15E-07,2.19E-07,1.37E-06
NOM:,3,3,1,5.14E-08,3.58E-05,0.003125135,0.996829461,9.55E-06,1.75E-08,1.12E-08
NOM:,3,3,1,2.13E-06,1.90E-05,0.005915199,0.994013644,2.52E-05,4.20E-07,2.44E-05
NOM:,3,3,1,0.001194369,0.027795555,0.366556236,0.604244125,2.03E-04,2.87E-07,6.58E-06
NOM:,3,3,1,6.63E-06,0.022125595,0.044829484,0.778095458,0.154923636,1.05E-05,8.69E-06
NOM:,3,3,1,2.18E-05,4.17E-05,0.05121179,0.948431278,1.32E-05,3.96E-08,2.80E-04
NOM:,3,3,1,2.13E-06,8.42E-05,0.005536864,0.994307141,6.77E-05,7.66E-09,1.94E-06
NOM:,3,3,1,7.81E-05,0.003812972,0.015154036,0.980527324,4.11E-04,2.29E-06,1.39E-05
NOM:,3,3,1,3.04E-05,0.001831061,0.017113453,0.979944518,1.45E-06,5.88E-07,0.001078574
NOM:,3,3,1,6.34E-08,1.83E-06,3.51E-05,0.999962062,8.40E-09,8.87E-10,9.32E-07
NOM:,3,3,1,5.95E-06,3.55E-04,0.017856364,0.98173528,1.14E-05,1.34E-07,3.56E-05
NOM:,3,3,1,1.11E-05,7.62E-04,0.012212047,0.98695501,4.99E-05,5.43E-07,9.52E-06
NOM:,3,3,1,1.25E-04,0.003353565,0.006385988,0.990130039,1.67E-06,2.50E-06,8.29E-07
NOM:,3,3,1,2.06E-07,2.80E-05,7.08E-05,0.999895673,7.75E-07,2.84E-09,4.57E-06
NOM:,3,3,1,4.81E-05,7.00E-04,0.042907586,0.955277418,0.001064492,2.04E-08,2.28E-06
NOM:,3,3,1,4.05E-05,0.026866104,0.004333749,0.96867923,7.14E-05,4.94E-07,8.53E-06
NOM:,3,3,1,3.68E-06,0.004334366,0.010725753,0.984933268,1.21E-07,5.10E-08,2.76E-06
NOM:,3,2,1,3.45E-04,0.192928613,0.334148118,0.323623699,0.148881825,3.57E-05,3.69E-05
NOM:,3,3,1,1.07E-05,3.53E-04,1.55E-04,0.998511442,1.09E-05,2.47E-08,9.58E-04
NOM:,3,3,1,1.07E-05,0.015314758,0.182427773,0.802169923,7.67E-05,7.39E-08,4.75E-08
NOM:,3,3,1,7.89E-06,0.001728874,0.001887102,0.996374403,1.25E-06,6.96E-08,4.07E-07
NOM:,3,3,1,5.41E-07,1.87E-05,0.001388352,0.998552372,1.79E-05,2.25E-07,2.20E-05
NOM:,1,1,1,0.00258813,0.997346121,1.04E-05,1.51E-05,1.91E-05,1.30E-05,8.12E-06
NOM:,1,0,1,0.630565839,0.36290049,0.002057111,1.99E-04,0.004141277,1.35E-04,6.91E-07
NOM:,1,2,1,7.18E-05,0.239853778,0.75954894,5.14E-04,6.06E-06,2.43E-06,3.11E-06
NOM:,1,1,1,0.001134727,0.996581271,1.37E-04,1.50E-05,0.001812475,5.04E-05,2.69E-04
NOM:,1,4,1,7.92E-06,6.22E-04,4.20E-08,2.71E-06,0.999367096,4.64E-08,2.28E-08
NOM:,1,2,1,5.40E-08,0.003187598,0.994417926,0.002378654,3.51E-06,7.51E-08,1.22E-05
NOM:,1,0,1,0.967119061,0.020930747,6.42E-04,2.81E-05,0.011264794,9.78E-06,5.79E-06
NOM:,1,2,1,3.01E-06,0.188987699,0.796523816,0.014454236,1.87E-05,2.93E-06,9.57E-06
NOM:,1,1,1,0.3584422,0.640044506,7.99E-04,7.12E-04,2.63E-06,1.14E-07,2.80E-08
NOM:,1,1,1,8.28E-06,0.999721455,9.42E-05,4.83E-05,2.85E-05,7.22E-06,9.20E-05
NOM:,1,1,1,0.011536134,0.895980636,0.073401142,0.002357125,0.016536591,2.42E-05,1.64E-04
NOM:,1,1,1,6.52E-08,0.999998737,8.11E-07,1.24E-07,6.89E-08,6.92E-08,1.25E-07
NOM:,1,1,1,2.30E-05,0.999128685,2.18E-04,3.72E-04,2.19E-04,9.17E-06,3.07E-05
NOM:,1,1,1,0.012511805,0.980002515,0.005151432,0.002247096,3.11E-05,5.39E-05,2.17E-06
NOM:,1,1,1,7.22E-05,0.999702492,1.42E-04,6.44E-05,5.13E-06,7.27E-06,6.27E-06
NOM:,1,1,1,0.031579527,0.952986119,0.01380254,2.18E-04,0.001220764,9.81E-05,9.48E-05
NOM:,1,1,1,2.19E-08,0.999998938,1.60E-07,8.47E-08,7.55E-07,2.58E-08,1.51E-08
NOM:,1,1,1,0.001124858,0.993296071,1.08E-04,4.60E-05,0.003022197,0.002349691,5.31E-05
NOM:,1,1,1,0.163010445,0.509130724,0.007405154,0.295059513,0.003300164,1.27E-05,0.022081289
NOM:,1,1,1,0.0451159,0.917353864,0.017949907,0.005571248,0.013474267,4.65E-04,6.95E-05
NOM:,1,1,1,0.016505045,0.706597264,0.268482504,0.008376277,2.23E-05,1.02E-06,1.56E-05
NOM:,1,4,1,0.139096462,0.055479665,9.31E-04,3.11E-04,0.750397975,2.54E-04,0.053529459
NOM:,1,1,1,6.64E-05,0.999260011,6.68E-05,4.30E-04,1.69E-04,2.45E-06,5.41E-06
NOM:,1,2,1,9.20E-07,0.001200991,0.996199988,0.002594526,3.03E-06,1.57E-08,5.30E-07
NOM:,1,1,1,0.003478474,0.976247367,0.020091282,1.71E-04,1.10E-05,3.87E-07,1.57E-07
NOM:,1,1,1,6.72E-06,0.545673086,4.47E-07,1.60E-04,0.454157606,6.09E-07,1.14E-06
NOM:,4,4,1,3.24E-05,0.001327689,3.37E-05,1.34E-07,0.998423589,4.23E-07,1.82E-04
NOM:,4,4,1,5.24E-05,0.02327502,5.85E-05,0.001854639,0.948445803,3.91E-04,0.025923024
NOM:,4,4,1,1.35E-05,5.69E-04,2.38E-05,1.29E-07,0.997658609,8.70E-06,0.001726323
NOM:,4,4,1,0.020721318,8.19E-05,4.96E-05,6.23E-07,0.979097013,4.69E-06,4.49E-05
NOM:,4,4,1,1.09E-04,0.00722537,0.001387425,7.52E-04,0.990517184,6.84E-06,1.53E-06
NOM:,4,4,1,1.15E-04,0.031234071,0.014360823,0.027349911,0.884714703,8.92E-04,0.041333704
NOM:,4,2,1,6.39E-04,0.009142556,0.586573595,0.00391768,0.39886689,1.40E-04,7.20E-04
NOM:,4,4,1,0.01407939,0.011266608,7.21E-04,1.17E-04,0.972585668,0.001223804,5.97E-06
NOM:,4,4,1,0.001823994,0.229143681,1.01E-06,9.12E-06,0.766844265,9.97E-04,0.001181082
NOM:,4,4,1,2.34E-04,0.017390104,0.014230757,8.55E-04,0.840323268,0.009548535,0.117418502
NOM:,4,4,1,1.44E-05,0.069243179,2.86E-04,1.30E-05,0.887587345,1.77E-05,0.042838673
NOM:,4,4,1,1.05E-04,0.019150057,1.08E-04,8.02E-04,0.978330112,1.64E-05,0.001488231
NOM:,4,4,1,4.82E-05,6.59E-04,3.20E-06,8.12E-05,0.993848326,1.78E-04,0.005181183
NOM:,4,4,1,3.17E-05,0.005329526,4.66E-05,5.08E-04,0.98736623,2.18E-04,0.006499543
NOM:,4,4,1,1.92E-04,9.14E-05,7.57E-04,4.37E-07,0.982494843,0.016263212,2.01E-04
NOM:,4,4,1,5.68E-04,4.77E-04,6.49E-04,5.83E-05,0.998239772,3.67E-06,4.07E-06
NOM:,4,4,1,6.82E-05,0.032068501,0.003673139,0.01648163,0.947588417,1.79E-05,1.02E-04
NOM:,4,4,1,0.035756376,0.001622638,0.003427756,0.01095553,0.945467513,0.00148749,0.001282697
NOM:,4,4,1,5.57E-06,0.010764538,3.09E-07,1.99E-06,0.989225918,5.96E-07,1.08E-06
NOM:,4,4,1,1.40E-04,0.194946579,1.72E-05,1.29E-05,0.804691274,1.03E-04,8.88E-05
NOM:,4,3,1,1.81E-04,0.012082765,0.012549261,0.543138868,0.432046669,8.34E-07,3.20E-07
NOM:,4,0,1,0.747896653,0.016519797,0.002542524,1.72E-05,0.232214201,7.99E-04,1.10E-05
NOM:,4,4,1,1.84E-04,1.53E-04,0.00344446,2.24E-05,0.996195676,3.59E-07,1.12E-07
NOM:,4,4,1,5.94E-04,2.60E-04,3.97E-04,1.71E-05,0.998336379,1.37E-06,3.94E-04
NOM:,4,4,1,5.95E-04,0.009078884,3.44E-05,1.04E-04,0.989473069,4.93E-04,2.21E-04
NOM:,5,5,1,3.02E-07,7.35E-08,3.29E-08,1.76E-07,3.19E-06,0.999996202,1.77E-08
NOM:,5,5,1,2.81E-07,5.19E-08,3.82E-08,8.53E-08,1.81E-07,0.999999291,7.18E-08
NOM:,5,5,1,5.43E-07,1.35E-08,8.69E-09,1.10E-08,4.85E-08,0.999999367,8.53E-09
NOM:,5,5,1,0.001206282,0.009066199,7.62E-04,0.001864612,0.003272453,0.981902595,0.001925764
NOM:,5,5,1,0.046632856,1.70E-04,7.06E-06,4.34E-04,0.001691664,0.950973704,9.03E-05
NOM:,5,5,1,4.07E-07,1.77E-08,6.50E-09,4.66E-09,7.08E-08,0.999999414,8.02E-08
NOM:,5,5,1,5.91E-08,1.16E-07,2.26E-09,6.47E-09,2.61E-06,0.999996956,2.50E-07
NOM:,5,5,1,2.70E-06,6.13E-08,1.39E-07,6.16E-08,4.68E-06,0.9999923,5.66E-08
NOM:,5,5,1,1.22E-07,4.40E-08,3.64E-08,3.84E-07,4.58E-08,0.999999244,1.23E-07
NOM:,5,5,1,0.003978902,0.057232234,8.07E-04,4.66E-05,0.175275545,0.761140866,0.001518673
NOM:,5,5,1,1.09E-04,5.35E-06,1.85E-06,6.23E-07,0.005120778,0.994762073,5.19E-07
NOM:,5,5,1,1.46E-05,9.73E-08,5.22E-09,3.59E-08,2.29E-05,0.999962138,2.09E-07
NOM:,5,5,1,8.38E-06,6.70E-06,3.73E-07,2.07E-06,9.12E-05,0.999884513,6.74E-06
NOM:,5,5,1,7.51E-05,1.65E-05,7.16E-06,1.36E-05,4.91E-05,0.999833589,4.94E-06
NOM:,5,5,1,0.259300016,0.078576638,1.35E-05,8.80E-06,0.196060315,0.465756058,2.85E-04
NOM:,5,5,1,0.065743566,0.007241319,0.00159647,0.001226419,0.006755832,0.916072202,0.001364192
NOM:,5,5,1,3.21E-07,4.58E-08,3.58E-08,3.05E-08,3.11E-08,0.999999497,3.85E-08
NOM:,5,5,1,4.32E-07,1.63E-08,2.74E-08,1.93E-08,2.26E-06,0.999997245,4.82E-09
NOM:,5,5,1,1.57E-08,2.79E-08,3.94E-09,4.97E-09,1.16E-08,0.999999878,5.82E-08
NOM:,5,4,1,0.004638235,1.95E-04,6.49E-06,2.45E-05,0.614082769,0.38102985,2.31E-05
NOM:,5,5,1,0.003602227,1.34E-04,1.24E-05,5.18E-05,4.01E-04,0.995596063,2.02E-04
NOM:,5,5,1,2.87E-08,1.66E-08,1.47E-08,1.79E-08,4.22E-08,0.999999796,8.35E-08
NOM:,5,5,1,8.57E-06,8.80E-06,8.18E-07,4.20E-06,1.37E-04,0.999834849,6.01E-06
NOM:,5,5,1,1.50E-07,3.98E-07,2.37E-08,1.40E-08,3.30E-07,0.999999052,3.23E-08
NOM:,5,5,1,1.79E-09,7.69E-10,7.39E-10,1.06E-09,2.19E-09,0.999999993,7.46E-10
NOM:,0,0,1,0.989856152,0.009862853,2.45E-05,2.46E-04,7.05E-06,1.95E-06,1.91E-06
NOM:,0,0,1,0.990617653,0.001732718,0.001146258,0.00640866,7.04E-05,2.37E-05,6.35E-07
NOM:,0,0,1,0.839420625,0.009666483,7.49E-04,0.037114739,0.002931136,3.84E-06,0.110114077
NOM:,0,0,1,0.998645647,0.001093317,6.77E-05,2.45E-05,1.67E-04,1.34E-06,2.28E-07
NOM:,0,0,1,0.946322942,0.007516643,1.19E-05,0.003309765,0.003442962,0.039164106,2.32E-04
NOM:,0,0,1,0.997263483,0.001630294,3.10E-04,1.62E-04,6.33E-04,2.19E-07,1.45E-06
NOM:,0,0,1,0.904731401,0.092751329,0.001016398,4.81E-05,0.001444819,1.60E-06,6.36E-06
