Cancer,seekactual,EMC,CancerSEEK,A1DE,nb,svm,knn,j48,RF,dntb,Fuzzy,Adaboost,DEEPL,EMCfea,,,,EMCc,Seek,a1dec,nb,svm,knn,j48,RF,dntb,fuzzy,adaboost,DeepLearing,EMCpfea
0,1,0,0.096,0,0,0,0,0.026,0.06,0,0,0.103,0.145,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0.222,0,0,0,0,0.938,0.1,0,0,0.083,0.221,0,,,,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1,0,0.271,0,0,0,0.5,0.074,0.11,0,0,0.103,0.304,0,,,,0,1,0,0,0,1,0,0,0,0,0,0,0
0,1,0.004,0.083,0.005,0,0,0,0.074,0.01,0.009,0,0.083,0.163,0.003,,,,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0.114,0,0,0,0.5,0,0,0,0,0.064,0.188,0,,,,0,1,0,0,0,1,0,0,0,0,0,0,0
0,1,0,0.238,0,0,0,1,0,0.21,0,0,0.722,0.316,0,,,,0,1,0,0,0,1,0,0,0,0,1,0,0
0,1,0,0.105,0,0,0,0,0,0,0,0,0.083,0.135,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0.05,0,0,0,0,0.026,0.03,0,0,0.022,0.104,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0.009,0.267,0.011,0.003,0,0.5,0.074,0.28,0,0,0.103,0.377,0,,,,0,1,0,0,0,1,0,0,0,0,0,0,0
0,1,0,0.033,0,0,0,0,0.026,0,0,0,0.083,0.115,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0.78,0.538,0.85,0,1,0.5,0.985,0.81,0.917,1,0.963,0.664,0.732,,,,1,1,1,0,1,1,1,1,1,1,1,1,1
0,1,0,0.094,0,0,0,0,0,0.02,0,0,0.083,0.129,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0.113,0.705,0.481,0.317,0,0.5,0.071,0.51,0.562,0,0.393,0.613,0.097,,,,0,1,0,0,0,1,0,1,1,0,0,1,0
0,1,0,0.117,0,0,0,0,0,0.01,0,0,0.064,0.189,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0.167,0,0,0,0.5,0.026,0,0,0,0.064,0.196,0,,,,0,1,0,0,0,1,0,0,0,0,0,0,0
0,1,0,0.04,0,0,0,0,0.074,0,0,0,0.083,0.146,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0.077,0,0,0,0,0.074,0.04,0,0,0.083,0.246,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0.152,0,0,0,0,0,0,0,0,0.022,0.191,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0.002,0.467,0,0,0,1,0.071,0.3,0.003,1,0.821,0.454,0,,,,0,1,0,0,0,1,0,0,0,1,1,0,0
0,1,0,0.083,0,0,0,0,0,0.04,0,0,0.064,0.183,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0.227,0,0,0,0,0,0.33,0.001,0,0.316,0.275,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0.699,0.286,0.992,0,0,0.5,1,0.44,0.958,0,0.533,0.323,0.491,,,,0,1,1,0,0,1,1,0,1,0,1,0,0
0,1,0,0.343,0,0,0,0,0.1,0.18,0,0,0.123,0.19,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0.07,0,0,0,0.5,0.25,0.12,0,1,0.182,0.25,0,,,,0,1,0,0,0,1,0,0,0,1,0,0,0
0,1,0.971,0.327,0.839,0,0,1,0.125,0.42,0.996,1,0.821,0.431,0,,,,0,1,1,0,0,1,0,0,1,1,1,0,0
0,1,0,0.067,0,0,0,0,0,0.02,0,0,0.083,0.194,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0.01,0.279,0.001,0,0,0,0.111,0.3,0.012,0,0.204,0.17,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0.096,0,0,0,0,0.026,0,0,0,0.083,0.1,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0.119,0,0,0,0,0,0.14,0,1,0.473,0.244,0,,,,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,0.028,0.578,0.042,0,1,1,0.985,0.91,0.015,0,0.963,0.507,0,,,,0,1,0,0,1,1,1,1,0,0,1,1,0
0,1,0.079,0.303,0.001,0,0,0.5,0.111,0.3,0.014,0,0.083,0.227,0,,,,0,1,0,0,0,1,0,0,0,0,0,0,0
0,1,0,0.049,0,0,0,0,0.026,0,0,0,0.083,0.157,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0.05,0,0,0,0,0.026,0.01,0,0,0.083,0.167,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0.072,0,0,0,0,0.026,0.01,0,0,0.064,0.09,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0.183,0.009,0,0,0,0.045,0.06,0.015,0,0.083,0.19,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0.998,0.16,1,0,0,0.5,0.955,0.94,1,0,0.217,0.197,1,,,,1,1,1,0,0,1,1,1,1,0,0,0,1
0,1,0,0.196,0,0,0,0,0,0,0,0,0.083,0.2,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0.016,0.085,0,0,0,0,0.111,0.06,0,0,0.083,0.161,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0.004,0.123,0.002,0,0,0,0.026,0.1,0.007,0,0.083,0.145,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0.466,0.257,0.42,0,0,0,0.074,0.11,0.51,0,0.316,0.255,0.001,,,,1,1,0,0,0,0,0,0,1,0,0,0,0
0,1,0,0.179,0,0,0,0,0.074,0.05,0,0,0.064,0.2,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0.229,0,0,0,0,0.077,0.04,0,0,0.337,0.251,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0.105,0,0,0,0,0,0.02,0,0,0.022,0.159,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0.088,0,0,0,0,0.026,0.04,0,0,0.022,0.147,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0.147,0,0,0,0,0,0,0,0,0.022,0.217,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0.201,0,0,0,0,0,0.03,0,0,0.316,0.214,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0.161,0,0,0,0,0,0.01,0,0,0.316,0.202,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0.086,0,0,0,0,0.026,0,0,0,0.064,0.171,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0.089,0,0,0,0,0.026,0,0,0,0.083,0.122,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0.301,0.271,0.263,0,0,1,0.111,0.41,0.24,0,0.316,0.249,0,,,,0,1,0,0,0,1,0,0,0,0,0,0,0
0,1,0,0.076,0,0,0,0,0.074,0,0,0,0.022,0.141,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0.745,0.147,0.999,0,0,0.5,1,0.59,0.993,0,0.473,0.348,0.963,,,,0,1,1,0,0,1,1,1,1,0,0,0,1
0,1,0.001,0.296,0.001,0,0,0,0.026,0.08,0.004,0,0.103,0.224,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0.311,0,0,0,0.5,0,0.09,0,0,0.083,0.287,0,,,,0,1,0,0,0,1,0,0,0,0,0,0,0
0,1,0.887,0.57,0.969,1,0,1,0.111,0.7,0.953,0,0.316,0.398,0.009,,,,1,1,1,1,0,1,0,1,1,0,0,0,0
0,1,0.008,0.351,0.015,0,0,0,1,0.36,0.173,0,0.103,0.432,0,,,,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1,0,0.153,0,0,0,0,0,0.01,0,0,0.022,0.2,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0.573,0.522,0.757,0,0,0.5,0.957,0.63,0.933,1,0.821,0.505,0,,,,0,1,1,0,0,1,1,1,1,1,1,1,0
0,1,0,0.43,0.378,0,0,0,0.943,0.62,0.112,0,0.361,0.217,0,,,,0,1,0,0,0,0,1,1,0,0,0,0,0
0,1,0.002,0.124,0.143,0,0,0,0.074,0.29,0.045,0,0.316,0.324,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0.345,0,0,0,0.5,0,0.22,0,1,0.834,0.366,0,,,,0,1,0,0,0,1,0,0,0,1,1,0,0
0,1,0,0.163,0.286,0,0,0.5,0.074,0.16,0.003,0,0.083,0.189,0,,,,0,1,0,0,0,1,0,0,0,0,0,0,0
0,1,0,0.092,0,0,0,0,0.026,0,0,0,0.064,0.145,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0.046,0,0,0,0,0,0.01,0,0,0.022,0.174,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0.95,0.846,0.906,0.786,1,1,0.985,0.83,0.957,1,0.821,0.699,0,,,,1,1,1,1,1,1,1,1,1,1,1,1,0
0,1,0,0.112,0,0,0,0,0,0.02,0,0,0.022,0.157,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0.089,0.002,0,0,0,0.026,0.03,0,0,0.083,0.154,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0.137,0,0,0,0,0.026,0.01,0,0,0.083,0.135,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0.135,0,0,0,0,0,0.01,0,0,0.083,0.176,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0.002,0.297,0,0,0,0,0.074,0.08,0.001,0,0.103,0.375,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,0.999,1,1,1,0.943,0.99,1,1,0.942,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,0.999,1,1,1,0.996,0.99,1,1,0.994,0.95,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,0.989,1,1,1,1,0.985,0.99,1,1,0.963,0.971,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,0.999,0.346,0.996,0,0,0.5,0.947,0.62,0.994,1,0.821,0.407,1,,,,1,1,1,0,0,1,1,1,1,1,1,0,1
1,1,0.999,0.999,0.998,1,1,1,0.943,0.91,0.996,0,0.942,0.992,1,,,,1,1,1,1,1,1,1,1,1,0,1,1,1
1,1,0.992,0.487,0.933,0,0,0.5,1,0.61,0.956,1,0.533,0.416,1,,,,1,1,1,0,0,1,1,1,1,1,1,0,1
1,1,1,1,1,1,1,1,0.996,0.98,1,1,0.966,0.749,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,0.985,0.9,1,1,0.821,0.97,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,0.999,0.99,0.995,1,1,1,0.935,0.96,0.991,1,0.963,0.973,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,0.996,1,1,0,0.994,0.999,1,,,,1,1,1,1,1,1,1,1,1,0,1,1,1
1,1,1,0.768,0.998,0,1,1,1,0.7,0.993,0,0.393,0.7,1,,,,1,1,1,0,1,1,1,1,1,0,0,1,1
1,1,1,0.998,1,1,1,1,0.996,1,1,1,0.994,0.929,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,0.935,0.96,0.999,1,0.963,0.998,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,0.218,0.242,0.011,0,0,0,0.026,0.13,0.004,0,0.316,0.222,0.993,,,,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,0.999,1,0.906,1,1,1,1,0.63,1,0,0.761,0.995,0.978,,,,1,1,1,1,1,1,1,1,1,0,1,1,1
1,1,1,0.881,1,0,0,0.5,0.1,0.81,1,0,0.301,0.307,1,,,,1,1,1,0,0,1,0,1,1,0,0,0,1
1,1,0.986,0.641,0.997,0,0,0,0.943,0.88,0.998,0,0.743,0.304,1,,,,1,1,1,0,0,0,1,1,1,0,1,0,1
1,1,1,1,1,1,1,1,0.996,0.98,1,1,0.976,0.997,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,0.588,0.997,0,1,1,0.935,0.78,0.987,1,0.963,0.612,1,,,,1,1,1,0,1,1,1,1,1,1,1,1,1
1,1,1,0.97,0.999,1,1,1,0.935,0.95,1,1,0.963,0.939,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,0.992,1,0.167,1,1,0.996,0.99,1,1,0.994,0.976,1,,,,1,1,1,0,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,0.996,0.98,1,1,0.976,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,0.964,0.961,0.888,0.243,1,0.5,0.947,0.82,0.973,1,0.821,0.965,1,,,,1,1,1,0,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,0.996,1,1,1,0.987,0.999,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,0.839,0.191,0.767,0,0,0,0.111,0.54,0.462,0,0.217,0.221,1,,,,1,1,1,0,0,0,0,1,0,0,0,0,1
1,1,0.876,0.65,0.684,0,1,0,0.125,0.49,0.932,1,0.821,0.717,1,,,,1,1,1,0,1,0,0,0,1,1,1,1,1
1,1,1,0.998,1,1,1,1,0.985,0.98,1,1,0.821,0.984,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,0.996,1,1,1,0.994,0.998,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,0.996,1,1,1,0.966,0.969,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,0.976,0.716,0.99,0,1,0.5,0.957,0.68,0.997,1,0.821,0.77,1,,,,1,1,1,0,1,1,1,1,1,1,1,1,1
1,1,1,0.417,1,0,0,1,0.889,0.55,0.999,1,0.473,0.32,1,,,,1,1,1,0,0,1,1,1,1,1,0,0,1
1,1,1,1,1,1,1,1,0.996,1,1,1,0.994,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,0.3,1,0,0,1,1,0.73,1,1,0.533,0.497,1,,,,1,1,1,0,0,1,1,1,1,1,1,0,1
1,1,1,1,1,1,1,1,0.996,0.98,1,1,0.966,0.997,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,0.999,1,1,0.5,0.943,0.98,1,1,0.942,0.985,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,0.938,1,0,1,1,0.985,0.95,1,1,0.963,0.874,1,,,,1,1,1,0,1,1,1,1,1,1,1,1,1
1,1,1,0.876,1,0,1,1,1,0.88,1,1,0.794,0.774,1,,,,1,1,1,0,1,1,1,1,1,1,1,1,1
1,1,1,0.919,1,0,1,1,0.947,0.93,1,1,0.821,0.897,1,,,,1,1,1,0,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,0.996,1,1,1,0.966,0.995,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,0.993,1,1,1,1,0.985,0.99,1,1,0.821,0.983,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,0.995,0.321,0.97,0,0,0,0.026,0.26,0.465,0,0.316,0.297,1,,,,1,1,1,0,0,0,0,0,0,0,0,0,1
1,1,1,0.977,1,1,1,1,0.985,0.96,1,1,0.821,0.937,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,0.984,1,0.108,1,0.5,0.943,0.94,1,0,0.942,0.784,1,,,,1,1,1,0,1,1,1,1,1,0,1,1,1
1,1,1,1,1,1,1,1,0.996,1,1,1,0.994,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,0.174,1,0,0,0,0.955,0.85,0.999,0,0.217,0.155,1,,,,1,1,1,0,0,0,1,1,1,0,0,0,1
1,1,1,0.999,1,1,1,1,0.985,0.99,1,1,0.821,0.999,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,0.995,1,0.991,1,1,1,0.935,0.97,0.991,1,0.963,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,0.985,0.99,1,1,0.821,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,0.727,0.812,0.65,0,0,0.5,0.943,0.92,0.826,0,0.966,0.375,1,,,,1,1,1,0,0,1,1,1,1,0,1,0,1
1,1,1,0.685,1,0,1,1,1,0.93,1,1,0.733,0.605,1,,,,1,1,1,0,1,1,1,1,1,1,1,1,1
1,1,1,0.984,0.999,1,1,1,0.957,0.92,1,1,0.821,0.964,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,0.999,0.467,0.999,0,0,0.5,0.938,0.81,0.998,0,0.316,0.379,1,,,,1,1,1,0,0,1,1,1,1,0,0,0,1
1,1,1,1,1,1,1,1,0.935,1,1,1,0.963,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,0.999,0.44,1,0,1,1,1,0.61,0.992,1,0.473,0.553,1,,,,1,1,1,0,1,1,1,1,1,1,0,1,1
1,1,0.999,1,0.982,0,1,1,0.911,0.97,0.937,1,0.722,1,1,,,,1,1,1,0,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,0.996,1,1,1,0.994,0.999,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,0.995,1,1,1,1,1,0.9,1,1,0.821,0.994,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,0.473,1,1,1,1,0,0.71,1,1,0.821,0.708,1,,,,1,1,1,1,1,1,0,1,1,1,1,1,1
1,1,0.903,0.322,0.663,0,0,0,0.111,0.51,0.573,0,0.316,0.3,1,,,,1,1,1,0,0,0,0,1,1,0,0,0,1
1,1,1,0.986,0.999,0.202,1,1,0.985,0.99,1,1,0.963,0.965,1,,,,1,1,1,0,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,0.996,0.98,1,1,0.966,0.987,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,0.999,1,1,1,1,0.935,0.99,1,1,0.963,0.998,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,0.437,1,0,0,0,0.943,0.82,1,1,0.966,0.273,1,,,,1,1,1,0,0,0,1,1,1,1,1,0,1
1,1,1,0.995,1,1,1,0.5,0.996,1,1,1,0.994,0.827,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,0.998,1,1,1,1,0.996,0.94,1,1,0.966,0.714,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,0.459,0.198,0.157,0,0,0.5,0.889,0.24,0.005,1,0.473,0.276,0.994,,,,1,1,0,0,0,1,1,0,0,1,0,0,1
1,1,0.733,0.374,0.594,0,0,0.5,0.071,0.59,0.59,1,0.821,0.306,1,,,,1,1,1,0,0,1,0,1,1,1,1,0,1
1,1,0.993,0.679,0.999,0,1,1,0.125,0.8,0.999,1,0.821,0.567,1,,,,1,1,1,0,1,1,0,1,1,1,1,1,1
1,1,1,1,0.997,1,1,1,0.996,1,1,1,0.929,0.998,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,0.999,1,1,1,1,0.935,0.92,1,1,0.963,0.998,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,0.245,0.243,0.274,0,0,0.5,1,0.52,0.4,0,0.316,0.33,0.98,,,,1,1,0,0,0,1,1,1,0,0,0,0,1
1,1,1,1,1,1,1,1,0.996,1,1,1,0.994,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,0.87,1,0,0.761,0.768,1,,,,1,1,1,1,1,1,1,1,1,0,1,1,1
1,1,1,1,1,1,1,1,0.996,0.99,1,1,0.877,0.995,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,0.994,0.609,0.982,0,1,1,1,0.77,0.996,1,0.821,0.602,1,,,,1,1,1,0,1,1,1,1,1,1,1,1,1
1,1,1,0.511,1,0,0,1,0.911,0.99,1,0,0.722,0.493,1,,,,1,1,1,0,0,1,1,1,1,0,1,0,1
1,1,0.955,0.989,0.974,0.999,1,0.5,0.996,0.95,0.982,1,0.849,0.593,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,0.996,1,1,1,1,0.996,0.99,1,1,0.966,0.917,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,0.962,0.058,0.996,0,0,0,0.026,0.34,0.861,0,0.083,0.095,1,,,,1,1,1,0,0,0,0,0,1,0,0,0,1
1,1,1,0.772,1,0,1,1,0.935,0.93,1,1,0.963,0.632,1,,,,1,1,1,0,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,0.996,1,1,1,0.994,0.996,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,0.947,0.875,0.945,1,1,1,0.071,0.71,0.99,1,0.821,0.818,1,,,,1,1,1,1,1,1,0,1,1,1,1,1,1
1,1,0.985,0.957,0.934,1,0,1,0,0.21,1,0,0.022,0.406,1,,,,1,1,1,1,0,1,0,0,1,0,0,0,1
1,1,0.996,0.967,0.942,1,0,1,0.938,0.78,1,1,0.316,0.516,1,,,,1,1,1,1,0,1,1,1,1,1,0,1,1
1,1,1,1,1,1,1,1,0.996,1,1,1,0.966,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,0.946,0.137,0.968,0,0,0,1,0.52,0.671,0,0.821,0.224,1,,,,1,1,1,0,0,0,1,1,1,0,1,0,1
1,1,1,1,1,1,1,1,0.996,1,1,1,0.994,0.986,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,0.996,1,1,1,0.966,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,0.998,0.167,0.999,0,0,0.5,0.955,0.54,1,0,0.316,0.188,1,,,,1,1,1,0,0,1,1,1,1,0,0,0,1
1,1,1,0.999,1,1,1,1,0.985,0.98,1,1,0.821,0.998,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,0.963,0.235,0.94,0,0,0,0.074,0.41,0.832,0,0.316,0.237,1,,,,1,1,1,0,0,0,0,0,1,0,0,0,1
1,1,0.999,0.997,0.999,1,0,1,1,0.85,1,0,0.942,0.403,1,,,,1,1,1,1,0,1,1,1,1,0,1,0,1
1,1,1,1,1,1,1,1,0.996,1,1,1,0.994,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,0.996,1,1,1,0.966,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,0.985,1,1,1,0.963,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,0.943,0.92,1,1,0.942,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,0.999,0.301,1,0,0,0.5,0.955,0.6,0.998,0,0.337,0.273,1,,,,1,1,1,0,0,1,1,1,1,0,0,0,1
1,1,0.999,0.846,0.999,1,1,0,0.125,0.72,1,1,0.821,0.529,1,,,,1,1,1,1,1,0,0,1,1,1,1,1,1
1,1,1,1,0.999,1,1,1,0.996,0.98,1,1,0.994,0.994,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0.5,0.996,0.96,1,1,0.994,0.983,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1,0,0.336,0,0,0,0,0.063,0.14,0.001,0,0.024,0.249,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0.001,0.214,0.01,0,0,0,0.103,0.07,0.018,0,0.329,0.205,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0.127,0,0,0,0,0,0.01,0,0,0.088,0.218,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0.217,0,0,0,0.5,0,0.25,0,0,0.551,0.37,0,,,,0,1,0,0,0,1,0,0,0,0,1,0,0
0,1,0,0.127,0,0,0,0.5,0,0.02,0,0,0.088,0.229,0,,,,0,1,0,0,0,1,0,0,0,0,0,0,0
0,1,0,0.082,0.004,0,0,0,0.063,0.06,0.004,0,0.088,0.116,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0.28,0,0,0,0.5,0.974,0.06,0,1,0.195,0.377,0,,,,0,1,0,0,0,1,1,0,0,1,0,0,0
0,1,0,0.174,0.001,0,0,0,0,0.01,0.001,0,0.329,0.176,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0.402,0,0,0,0,0.008,0.11,0,0,0.024,0.284,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0.003,0.101,0.002,0,0,0.5,0,0.07,0.007,0,0.551,0.354,0,,,,0,1,0,0,0,1,0,0,0,0,1,0,0
0,1,0.041,0.772,0.001,0.007,0,0,0.926,0.59,0.008,1,0.338,0.621,0,,,,0,1,0,0,0,0,1,1,0,1,0,1,0
0,1,0,0.082,0,0,0,0,0.008,0.09,0,0,0.068,0.153,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0.241,0,0,0,0.5,0,0.14,0,0,0.112,0.182,0,,,,0,1,0,0,0,1,0,0,0,0,0,0,0
0,1,0,0.468,0,0,0,1,0,0.2,0,1,0.338,0.395,0,,,,0,1,0,0,0,1,0,0,0,1,0,0,0
0,1,0,0.27,0,0,0,0,0,0.1,0.001,0,0.112,0.302,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0.156,0,0,0,0,0,0.02,0,0,0.088,0.175,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0.129,0,0,0,0,0.008,0,0,0,0.068,0.189,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0.001,0.417,0.175,0,0,0,0.333,0.61,0.408,0,0.329,0.291,0,,,,0,1,0,0,0,0,0,1,0,0,0,0,0
0,1,0,0.03,0,0,0,0,0.063,0,0,0,0.088,0.131,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0.125,0.001,0,0,0,0.008,0,0.109,0,0.088,0.159,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0.09,0,0,0,0,0,0.06,0,0,0.329,0.188,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0.177,0,0,0,0,0.008,0.09,0,0,0.088,0.264,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0.113,0,0,0,0,0,0.02,0,0,0.088,0.171,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0.129,0,0,0,0,0,0.02,0,0,0.088,0.201,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0.002,0.247,0,0,0,0,0.103,0.2,0.002,0,0.329,0.186,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0.137,0,0,0,0.5,0.063,0.05,0,0,0.024,0.254,0,,,,0,1,0,0,0,1,0,0,0,0,0,0,0
0,1,0,0.139,0,0,0,0.5,0.063,0.16,0,0,0.088,0.235,0,,,,0,1,0,0,0,1,0,0,0,0,0,0,0
